Bigeye tuna Global,Africa,Longlines (nei),0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,286,,214,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,,0,-,0,-,0,-,0,-,0,-,0,-,464,,288,,176,,387,,116,,80,,261,,53,,98,,6,,12,,36,,444,,820,,1181,,413,,458,,467,,522,,877,,1651,,1424,,3745,,4867,,7534,,7493,,5589,,6686,,5758,,6485,,5469,
Bigeye tuna Global,Africa,Mechanized lines and pole-and-lines,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,111,,95,,146,,172,,204,,199,,190,,284,,585,,247,,428,,748,,699,,700,,1552,,1535,,1575,,1323,,1773,,2526,,5335,,4236,,2912,,3670,,4891,,5645,,4390,,7239,,10597,,10256,,3721,,7319,,1775,,6397,,10944,,6118,,5616,,5759,,7350,,5598,,3020,
Bigeye tuna Global,Africa,Purse seines,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,15,,383,,324,,394,,414,,425,,929,,1074,,1024,,1178,,1265,,635,,622,,691,,1319,,831,,1091,,950,,933,,755,,561,,1888,,4233,,5769,,12336,,5329,,9311,,9662,,11065,,9482,,14443,,9789,,13347,,9425,,13823,,12518,
Bigeye tuna Global,Africa,Trolling lines,3,,3,,3,,3,,4,,4,,4,,4,,4,,4,,5,,5,,5,,5,,6,,6,,6,,8,,9,,9,,12,,14,,15,,17,,19,,16,,15,,17,,17,,17,,18,,19,,19,,20,,22,,23,,24,,26,,26,,30,,31,,33,,49,,51,,57,,54,,53,,79,,45,,69,,72,,45,,46,,46,,46,,42,,44,,45,,51,,55,,62,
Bigeye tuna Global,Americas,Gear not known,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,18,,0,-,0,-,0,-,0,-,456,,711,,84,,136,,241,,85,,87,,88,,165,,331,,464,,373,,251,,276,,193,,258,,329,,307,,1241,,1588,,927,,366,,869,,890,,336,,494,,93,,420,,616,,429,,792,,539,,296,,331,,480,
Bigeye tuna Global,Americas,Longlines (nei),781,,913,,1013,,1242,,1248,,997,,1046,,738,,719,,596,,649,,680,,828,,713,,703,,994,,1175,,809,,1674,,1689,,4551,,3586,,2435,,5575,,4616,,4313,,3873,,4203,,5474,,3908,,6794,,5265,,5657,,7529,,8021,,8453,,8718,,8593,,7217,,5902,,8144,,9514,,10605,,10825,,11478,,11462,,7712,,6823,,6263,,6616,,8379,,12121,,11868,,9198,,8099,,7568,,7555,,8664,,8441,,7855,,8225,
Bigeye tuna Global,Americas,Mechanized lines and pole-and-lines,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,106,,318,,139,,127,,231,,0,-,1305,,115,,0,-,0,-,75,,244,,262,,289,,140,,257,,337,,137,,36,,14,,48,,280,,852,,946,,725,,93,,94,,123,,66,,59,,200,,87,,151,,223,,25,,1,,12,,4,,265,,103,,257,,153,,172,,213,,127,,75,,664,,173,,98,,102,
Bigeye tuna Global,Americas,Purse seines,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,24,,104,,302,,0,-,5,,0,-,210,,1697,,4560,,1231,,2606,,4678,,4022,,3305,,2328,,6484,,16147,,9158,,16216,,11429,,18818,,13954,,7280,,5454,,9841,,6259,,2511,,1168,,1593,,1342,,3511,,4204,,7618,,11033,,24123,,31248,,42460,,47633,,34698,,33948,,59243,,39482,,44632,,37673,,56444,,59025,,70210,,58190,,66612,,65295,,59497,
Bigeye tuna Global,Americas,Trolling lines,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,,2,,0,-,16,,40,,13,,18,,7,,6,,16,,9,,34,,18,,189,,96,,247,,97,,207,,226,,586,,39,,149,,88,,56,,64,,75,,60,,129,
Bigeye tuna Global,Asia,Gear not known,1,,5,,5,,5,,6,,6,,7,,6,,6,,6,,6,,7,,8,,9,,37,,39,,97,,264,,215,,73,,2978,,3253,,3703,,4464,,5004,,5235,,4380,,5985,,4364,,4994,,4597,,5334,,4928,,5373,,5645,,6796,,7025,,6022,,8835,,8011,,8481,,9161,,5935,,5181,,7747,,8771,,8796,,7163,,8200,,8047,,8172,,7379,,7493,,7869,,6385,,5571,,8720,,9142,,9885,,13771,,13152,
